OBJECTID,CT20,LABEL,ShapeSTArea,ShapeSTLength,centroid_lat,centroid_lon,nearest_facility_id,nearest_facility_name,nearest_facility_distance_km,nearest_facility_distance_miles,count_within_1km,count_within_5km,count_within_10km,count_within_15km,count_within_25km,count_within_1mi,count_within_3mi,count_within_5mi,count_within_10mi,count_within_15mi
4992,101110,1011.10,12295621.353339376,15083.854287367758,34.25947853591936,-118.29299910773922,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",9.641,5.991,0,0,1,2,4,0,0,0,2,3
4993,101122,1011.22,28457743.575427715,31671.455843553864,34.26772617143315,-118.29015868135495,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",10.297,6.398,0,0,0,1,3,0,0,0,2,3
4994,101220,1012.20,7522092.633087869,12698.783810231038,34.2516131395811,-118.28164497009206,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",10.28,6.388,0,0,0,1,4,0,0,0,2,3
4995,101221,1012.21,3811999.6702340813,9161.710543244892,34.25433386989916,-118.29258890417314,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",9.443,5.868,0,0,1,2,4,0,0,0,2,3
4996,101222,1012.22,3191370.8544584266,9980.600461083694,34.25135679129439,-118.28853834468164,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",9.672,6.01,0,0,1,1,4,0,0,0,2,3
4997,101300,1013.00,27773766.076139838,29384.86060157467,34.24878260613529,-118.27101118325328,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",11.122,6.911,0,0,0,1,4,0,0,0,1,2
4998,101400,1014.00,67915323.05888298,42668.928985777464,34.24285698502715,-118.29417342516513,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",8.895,5.527,0,0,1,2,4,0,0,0,2,4
4999,102103,1021.03,12770232.65694983,16349.935001961798,34.225084103655185,-118.35420017182696,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",3.089,1.919,0,1,2,2,7,0,1,1,2,7
5000,102104,1021.04,17851202.53053955,27555.466359485115,34.21619219522854,-118.34541028940349,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",3.933,2.444,0,1,2,2,7,0,1,1,2,7
5001,102105,1021.05,5303654.196848134,9962.251126453337,34.209880817279114,-118.34927747083388,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",3.773,2.345,0,1,2,2,7,0,1,1,2,7
5002,102107,1021.07,139083341.10495937,63679.43426946343,34.240478174871534,-118.33802050333547,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",4.998,3.105,0,1,1,2,7,0,0,1,2,5
5003,103101,1031.01,21846686.86044897,25422.127636915837,34.27324561906331,-118.30789961619375,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",9.278,5.765,0,0,1,2,3,0,0,0,2,3
5004,103102,1031.02,13357089.84417399,16530.394260844285,34.26338921375632,-118.30740047633623,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",8.688,5.399,0,0,1,2,4,0,0,0,2,3
5005,103201,1032.01,21039344.777620792,18231.16937560696,34.265649517994774,-118.32363889040043,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",7.621,4.735,0,0,1,2,4,0,0,1,2,3
5006,103202,1032.02,50999127.734168455,45719.36855244339,34.27494055120328,-118.3435117791042,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",7.143,4.439,0,0,1,2,3,0,0,1,2,3
5007,103300,1033.00,66105765.827515356,37338.68631657402,34.257383503421316,-118.35549072188324,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",4.915,3.054,0,1,2,2,5,0,0,1,2,5
5008,103401,1034.01,15085817.311547711,20468.599514876587,34.253973640273344,-118.3183969299367,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",7.285,4.527,0,0,1,2,4,0,0,1,2,4
5009,103402,1034.02,11829767.980315603,14650.197628715025,34.25594541798619,-118.30836046993647,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",8.202,5.096,0,0,1,2,4,0,0,0,2,4
5010,104103,1041.03,10215165.991945658,13241.192064088014,34.28210415936999,-118.39258860669398,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",6.695,4.16,0,0,2,3,4,0,0,1,3,4
5011,104105,1041.05,6292902.130144351,11640.19023094931,34.27615287994012,-118.40469814856891,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",6.22,3.865,0,0,2,3,5,0,0,2,3,4
5012,104108,1041.08,11803024.887549728,18965.773270421323,34.27315461375715,-118.39858213773711,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",5.773,3.587,0,0,2,3,5,0,0,2,3,4
5013,104124,1041.24,48221678.20697704,39589.7121911457,34.2872877581451,-118.37484375494064,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",7.35,4.567,0,0,2,2,4,0,0,1,3,4
5014,104201,1042.01,11732587.448173553,14811.353616133018,34.28650537580619,-118.41611203274763,459,BIENESTAR DRUG TREATMENT PROGRAM,7.411,4.605,0,0,2,3,4,0,0,2,3,4
5015,104203,1042.03,7620036.268527892,11052.528498280986,34.27906277037776,-118.41156641378606,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",6.713,4.171,0,0,2,3,4,0,0,2,3,4
5016,104204,1042.04,28675847.315137956,30208.005178380296,34.28935433411511,-118.39545294654933,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",7.52,4.673,0,0,2,3,4,0,0,1,3,4
5017,104310,1043.10,16237239.888237996,19099.518165801783,34.27637794178013,-118.42929377216254,459,BIENESTAR DRUG TREATMENT PROGRAM,5.909,3.671,0,0,2,3,5,0,0,2,3,4
5018,104321,1043.21,5595200.693854222,10641.69844696781,34.27166303101677,-118.41809612509742,459,BIENESTAR DRUG TREATMENT PROGRAM,5.865,3.645,0,0,2,3,5,0,0,2,3,4
5019,104322,1043.22,7451302.5366430655,14607.562846115556,34.27424421561647,-118.42188735046524,459,BIENESTAR DRUG TREATMENT PROGRAM,5.953,3.699,0,0,2,3,5,0,0,2,3,4
5020,104401,1044.01,7330831.845296077,12432.05345151911,34.2670436676264,-118.43273398177281,459,BIENESTAR DRUG TREATMENT PROGRAM,4.825,2.998,0,1,2,3,5,0,1,2,3,5
5021,104403,1044.03,7459610.768986814,16071.533404970167,34.258799460182495,-118.4345054373555,459,BIENESTAR DRUG TREATMENT PROGRAM,3.91,2.43,0,1,3,3,6,0,1,2,3,5
5022,104404,1044.04,5807918.47478888,10935.709464709578,34.26392551933208,-118.4287038069914,459,BIENESTAR DRUG TREATMENT PROGRAM,4.647,2.887,0,1,2,3,5,0,1,2,3,5
5023,104500,1045.00,5715190.493765263,11300.665193115226,34.255515713200026,-118.42576010647267,459,BIENESTAR DRUG TREATMENT PROGRAM,3.972,2.468,0,1,2,3,7,0,1,2,3,5
5024,104610,1046.10,6373155.815260041,11599.538067893576,34.260440385443246,-118.41900493882827,459,BIENESTAR DRUG TREATMENT PROGRAM,4.781,2.971,0,1,2,3,5,0,1,2,3,5
5025,104620,1046.20,5716992.303002924,11300.43661273783,34.25790919934389,-118.42247688395712,459,BIENESTAR DRUG TREATMENT PROGRAM,4.364,2.712,0,1,2,3,6,0,1,2,3,5
5026,104701,1047.01,5925044.8694201745,11097.877343997372,34.26847935225775,-118.41522619147973,459,BIENESTAR DRUG TREATMENT PROGRAM,5.709,3.547,0,0,2,3,5,0,0,2,3,5
5027,104703,1047.03,12573746.219412839,15301.049664019276,34.25522986185417,-118.40060063017798,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",3.88,2.411,0,1,2,3,7,0,1,2,3,5
5028,104704,1047.04,17900181.912392087,16925.988722807193,34.26253539354287,-118.4088743611491,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",4.91,3.051,0,1,2,3,5,0,0,2,3,5
5029,104821,1048.21,5723796.180689906,11302.24103665927,34.24657535273808,-118.41630768009752,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",3.797,2.359,0,2,2,3,7,0,2,2,3,7
5030,104822,1048.22,6504668.796487946,13769.433283916642,34.24587518924362,-118.42095687883878,459,BIENESTAR DRUG TREATMENT PROGRAM,3.485,2.165,0,2,2,3,7,0,2,2,3,7
5031,104823,1048.23,5718767.150614671,11300.803639721833,34.248970046760135,-118.41302139510255,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",3.799,2.361,0,2,2,3,7,0,2,2,3,7
5032,104824,1048.24,6371995.352077764,11599.983838265987,34.25150197374895,-118.4095489251252,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",3.848,2.391,0,2,2,3,7,0,2,2,3,6
5033,106010,1060.10,27098616.76612809,23979.49373879733,34.325346331218746,-118.44341559002251,459,BIENESTAR DRUG TREATMENT PROGRAM,11.043,6.862,0,0,0,3,4,0,0,0,3,4
5034,106020,1060.20,21718323.772582337,23226.02919903939,34.321282102997415,-118.4283919942709,459,BIENESTAR DRUG TREATMENT PROGRAM,10.765,6.689,0,0,0,3,4,0,0,0,3,4
5035,106111,1061.11,29992030.231507067,28008.80001576516,34.318911300722405,-118.40990964662917,459,BIENESTAR DRUG TREATMENT PROGRAM,10.961,6.811,0,0,0,3,4,0,0,0,3,4
5036,106112,1061.12,34747532.189712614,49778.508986791545,34.305546789051185,-118.41240633783245,459,BIENESTAR DRUG TREATMENT PROGRAM,9.49,5.897,0,0,2,3,4,0,0,0,3,4
5037,106113,1061.13,15535764.40878641,19829.407025291363,34.30615946485293,-118.42221927996347,459,BIENESTAR DRUG TREATMENT PROGRAM,9.262,5.755,0,0,2,3,4,0,0,0,3,4
5038,106114,1061.14,10918013.307688257,17233.45519135153,34.3027312237243,-118.42700169346101,459,BIENESTAR DRUG TREATMENT PROGRAM,8.778,5.455,0,0,2,3,4,0,0,0,3,4
5039,106403,1064.03,11899848.719861014,14300.566400215816,34.3060234625063,-118.44128638859026,459,BIENESTAR DRUG TREATMENT PROGRAM,8.915,5.54,0,0,1,3,4,0,0,0,3,4
5040,106405,1064.05,12611159.795039251,14491.75196985276,34.31469106150548,-118.44829792490525,459,BIENESTAR DRUG TREATMENT PROGRAM,9.841,6.115,0,0,1,3,4,0,0,0,3,4
5041,106406,1064.06,21673389.523864087,21131.507999525435,34.322245643820786,-118.45984936859199,459,BIENESTAR DRUG TREATMENT PROGRAM,10.714,6.657,0,0,0,3,4,0,0,0,3,4
5042,106407,1064.07,2498435.384745963,6355.671933495234,34.310578981366795,-118.4365694830803,459,BIENESTAR DRUG TREATMENT PROGRAM,9.468,5.883,0,0,1,3,4,0,0,0,3,4
5043,106408,1064.08,2465456.70492946,6295.678784055023,34.31326764970349,-118.44008867978505,459,BIENESTAR DRUG TREATMENT PROGRAM,9.728,6.045,0,0,1,3,4,0,0,0,3,4
5044,106510,1065.10,62320912.97368311,37019.917763757156,34.323590607201766,-118.48485043640294,495,MIRACLES IN ACTION,10.589,6.58,0,0,0,3,4,0,0,0,3,4
5045,106520,1065.20,23741526.45626874,19779.300711994267,34.30886224907985,-118.46136456641304,459,BIENESTAR DRUG TREATMENT PROGRAM,9.245,5.745,0,0,1,3,4,0,0,0,3,4
5046,106603,1066.03,111084787.80695872,48440.46366269288,34.31263722842062,-118.52046074219902,495,MIRACLES IN ACTION,8.381,5.208,0,0,1,2,4,0,0,0,3,4
5047,106604,1066.04,28203053.593531895,26326.170550129285,34.30443689773167,-118.47369536395585,459,BIENESTAR DRUG TREATMENT PROGRAM,8.957,5.566,0,0,2,3,4,0,0,0,3,4
5048,106641,1066.41,12221119.866895674,19091.784707100498,34.29847395147874,-118.50844534589869,495,MIRACLES IN ACTION,7.154,4.446,0,0,2,3,4,0,0,1,4,4
5049,106642,1066.42,16979505.964645747,20368.879151594843,34.28632728179824,-118.50702587636164,495,MIRACLES IN ACTION,5.972,3.711,0,0,2,4,4,0,0,1,4,4
5050,106643,1066.43,46699507.12448002,32813.78063065663,34.28947054966685,-118.52204748879402,495,MIRACLES IN ACTION,5.827,3.621,0,0,2,4,4,0,0,1,4,4
5051,106645,1066.45,27207863.29931875,30208.29293910037,34.29056761513264,-118.49418472867613,495,MIRACLES IN ACTION,6.977,4.335,0,0,2,3,4,0,0,1,4,4
5052,106646,1066.46,15888375.274253853,23434.587143297573,34.27974271423454,-118.49395689488067,495,MIRACLES IN ACTION,6.028,3.745,0,0,2,4,4,0,0,2,4,4
5053,106648,1066.48,8534183.944797993,13655.966391321166,34.293103138031874,-118.45584676867037,459,BIENESTAR DRUG TREATMENT PROGRAM,7.455,4.632,0,0,2,3,4,0,0,1,3,4
5054,106649,1066.49,11975572.944817299,20764.180514610645,34.28925446380048,-118.46066727046455,459,BIENESTAR DRUG TREATMENT PROGRAM,7.073,4.395,0,0,2,3,4,0,0,1,3,4
5055,107010,1070.10,7369001.026150662,12974.118645869752,34.30208520990448,-118.44673260560602,459,BIENESTAR DRUG TREATMENT PROGRAM,8.444,5.247,0,0,1,3,4,0,0,0,3,4
5056,107020,1070.20,10697864.209571095,14666.268806816703,34.297559797665734,-118.450493904445,459,BIENESTAR DRUG TREATMENT PROGRAM,7.934,4.93,0,0,1,3,4,0,0,1,3,4
5057,108101,1081.01,12147387.643247752,14665.58443060663,34.279310683238606,-118.54166466355116,495,MIRACLES IN ACTION,4.571,2.84,0,1,1,3,5,0,1,1,4,5
5058,108102,1081.02,23504175.049987666,18955.338226101296,34.280463271785656,-118.55507875696365,495,MIRACLES IN ACTION,4.979,3.094,0,1,1,3,5,0,0,1,3,5
5059,108103,1081.03,27606102.290992156,36634.53328983984,34.28643081304728,-118.54001184773334,495,MIRACLES IN ACTION,5.348,3.323,0,0,1,3,5,0,0,1,4,4
5060,108104,1081.04,8890331.618982568,14765.739207920187,34.29431839344447,-118.54602054887035,495,MIRACLES IN ACTION,6.277,3.9,0,0,1,3,5,0,0,1,3,4
5061,108202,1082.02,64352782.13318992,35898.23141529327,34.286739760423366,-118.58161868783428,495,MIRACLES IN ACTION,6.79,4.219,0,0,1,3,5,0,0,1,3,5
5062,108203,1082.03,14770769.89095371,16693.565075726467,34.29308792006804,-118.5616673522377,495,MIRACLES IN ACTION,6.505,4.042,0,0,1,3,5,0,0,1,3,5
5063,108204,1082.04,15420095.886617256,22338.876859889577,34.28091028034539,-118.56671621340747,495,MIRACLES IN ACTION,5.483,3.407,0,0,1,3,5,0,0,1,3,5
5064,109100,1091.00,29123462.708499603,26332.22837800942,34.277167255814426,-118.46317221606824,459,BIENESTAR DRUG TREATMENT PROGRAM,5.786,3.595,0,0,3,3,4,0,0,2,3,4
5065,109200,1092.00,10945273.360979864,16021.05116754994,34.27743363218338,-118.47450282080801,459,BIENESTAR DRUG TREATMENT PROGRAM,6.109,3.796,0,0,2,3,4,0,0,2,4,4
5066,109300,1093.00,13271683.354187662,17491.54953661986,34.27120307052883,-118.48044551040962,459,BIENESTAR DRUG TREATMENT PROGRAM,5.712,3.549,0,0,2,4,4,0,0,2,4,4
5067,109400,1094.00,13893160.900266174,17559.401825368834,34.26872012941139,-118.45571309207078,459,BIENESTAR DRUG TREATMENT PROGRAM,4.752,2.953,0,1,3,3,5,0,1,1,3,4
5068,109500,1095.00,12856453.765456198,20586.126591065797,34.273843503409125,-118.44404825125206,459,BIENESTAR DRUG TREATMENT PROGRAM,5.33,3.312,0,0,3,3,5,0,0,2,3,4
5069,109601,1096.01,24194049.10428571,20083.17612576456,34.25862988743987,-118.4514621012786,459,BIENESTAR DRUG TREATMENT PROGRAM,3.606,2.241,0,1,3,3,6,0,1,2,4,5
5070,109603,1096.03,10751114.556609083,13424.284340359762,34.25365667466369,-118.4654279762487,459,BIENESTAR DRUG TREATMENT PROGRAM,3.348,2.08,0,1,3,4,6,0,1,3,4,5
5071,109604,1096.04,12645174.24973559,14357.469587841231,34.261549402795644,-118.46536404957439,459,BIENESTAR DRUG TREATMENT PROGRAM,4.162,2.586,0,1,3,3,5,0,1,2,4,5
5072,109700,1097.00,17079329.347584516,17939.90535256411,34.26193911334079,-118.48090034696251,459,BIENESTAR DRUG TREATMENT PROGRAM,4.859,3.019,0,1,3,4,5,0,0,2,4,4
5073,109800,1098.00,15061830.264791707,16580.229375829273,34.25371639013069,-118.48160959870539,459,BIENESTAR DRUG TREATMENT PROGRAM,4.189,2.603,0,1,3,4,6,0,1,2,4,5
5074,111100,1111.00,11400603.074704345,13561.965144141326,34.268314719626524,-118.49508167490583,495,MIRACLES IN ACTION,5.047,3.136,0,0,2,4,4,0,0,2,4,4
5075,111201,1112.01,20587432.426262848,25205.245882681997,34.27483868050108,-118.51016118612607,495,MIRACLES IN ACTION,4.713,2.929,0,1,2,4,4,0,1,2,4,4
5076,111202,1112.02,20091109.9988464,20759.95878984923,34.268448101475926,-118.51483939414483,495,MIRACLES IN ACTION,3.883,2.413,0,1,2,4,4,0,1,2,4,4
5077,111204,1112.04,35639243.48908375,25934.648265831285,34.26205329373518,-118.54889536024763,495,MIRACLES IN ACTION,2.866,1.781,0,1,2,3,5,0,1,1,4,5
5078,111205,1112.05,12474960.660094814,14717.270328646127,34.25350899541088,-118.53528027234998,495,MIRACLES IN ACTION,1.68,1.044,0,1,2,4,5,0,1,1,4,5
5079,111206,1112.06,28228463.083514903,24118.123972104397,34.26755239298907,-118.53451039976771,495,MIRACLES IN ACTION,3.243,2.015,0,1,2,4,5,0,1,1,4,5
5080,111302,1113.02,16712782.272246929,17844.482438084004,34.253955979004495,-118.51285475644139,495,MIRACLES IN ACTION,2.77,1.721,0,1,2,4,6,0,1,2,4,4
5081,111303,1113.03,16832231.593705263,18129.870064097784,34.261212699905,-118.51285814654547,495,MIRACLES IN ACTION,3.333,2.071,0,1,2,4,5,0,1,2,4,4
5082,111304,1113.04,4708175.119199815,8773.516305795967,34.26085156457116,-118.5262388348299,495,MIRACLES IN ACTION,2.663,1.655,0,1,2,4,5,0,1,2,4,5
5083,111401,1114.01,9049528.946333049,12356.94057931747,34.253934130186714,-118.49670356086703,495,MIRACLES IN ACTION,4.037,2.509,0,1,2,4,6,0,1,2,4,5
5084,111402,1114.02,10453334.449788043,13233.102888358215,34.26117748907308,-118.49575330695959,495,MIRACLES IN ACTION,4.513,2.804,0,1,2,4,5,0,1,2,4,4
5085,113101,1131.01,24410142.120957192,21415.065661863104,34.2645927048123,-118.58690402510773,495,MIRACLES IN ACTION,5.477,3.403,0,0,1,3,5,0,0,1,3,5
5086,113102,1131.02,39509556.776469395,24896.242981352127,34.26530175575833,-118.5685955696138,495,MIRACLES IN ACTION,4.204,2.612,0,1,1,3,5,0,1,1,3,5
5087,113211,1132.11,78395455.10379793,37917.3610190564,34.2660820959524,-118.61527302153564,495,MIRACLES IN ACTION,7.873,4.892,0,0,1,2,5,0,0,1,3,5
5088,113212,1132.12,10747373.640844852,14207.139901965425,34.260687911688954,-118.60243865019697,495,MIRACLES IN ACTION,6.553,4.072,0,0,2,3,5,0,0,1,3,5
5089,113213,1132.13,14001134.386183364,16855.513728837814,34.253396335844215,-118.60720510832648,495,MIRACLES IN ACTION,6.716,4.173,0,0,2,3,5,0,0,1,3,5
5090,113231,1132.31,44571715.7535245,42865.93668670954,34.2266622776566,-118.65067090103312,472,DESTINATIONS FOR TEENS,8.101,5.034,0,0,1,3,5,0,0,0,3,4
5091,113232,1132.32,22234493.918592863,23602.890602800802,34.22583086001648,-118.61255748045153,472,DESTINATIONS FOR TEENS,6.138,3.814,0,0,2,3,5,0,0,2,4,5
5092,113234,1132.34,11009759.111702166,16791.607731331995,34.2261774646678,-118.59388400784609,495,MIRACLES IN ACTION,5.456,3.39,0,0,2,3,5,0,0,2,3,5
5093,113235,1132.35,15356123.05578802,28934.931760768915,34.23824471172769,-118.65166429374108,472,DESTINATIONS FOR TEENS,9.133,5.675,0,0,1,3,5,0,0,0,3,4
5094,113237,1132.37,51094986.59006501,36475.001367819365,34.24418145640123,-118.6127204178163,495,MIRACLES IN ACTION,7.043,4.376,0,0,2,2,5,0,0,1,3,5
5095,113238,1132.38,7638426.461108192,10875.52834912893,34.22389020586834,-118.60167644843183,472,DESTINATIONS FOR TEENS,5.663,3.519,0,0,2,3,5,0,0,2,4,5
5096,113239,1132.39,4673877.340190538,9752.947394088364,34.231995225209694,-118.60050687156492,495,MIRACLES IN ACTION,5.935,3.688,0,0,2,3,5,0,0,2,3,5
5097,113301,1133.01,24263386.436084025,22624.962374821862,34.24405056100537,-118.55831608259255,495,MIRACLES IN ACTION,2.108,1.31,0,1,2,3,5,0,1,1,4,5
5098,113303,1133.03,44083459.163402155,31068.5549459757,34.243830178282245,-118.5787612833462,495,MIRACLES IN ACTION,3.938,2.447,0,1,2,3,5,0,1,2,3,5
5099,113322,1133.22,19231486.848601844,20151.453828676775,34.25368306945196,-118.57214873425436,495,MIRACLES IN ACTION,3.696,2.297,0,1,2,3,5,0,1,1,3,5
5100,113323,1133.23,7791572.474380615,11024.008775334883,34.253560072668,-118.59345489845306,495,MIRACLES IN ACTION,5.506,3.421,0,0,2,3,5,0,0,1,3,5
5101,113324,1133.24,3492170.48998631,7928.509929953636,34.25361784884109,-118.5863848529276,495,MIRACLES IN ACTION,4.893,3.041,0,1,2,3,5,0,0,1,3,5
5102,113423,1134.23,7649036.116885614,11075.113964054957,34.22424730992946,-118.56669342890811,495,MIRACLES IN ACTION,3.199,1.988,0,1,2,3,7,0,1,2,3,6
5103,113424,1134.24,18739915.45323062,20657.89412640651,34.22845038951552,-118.56107831212205,495,MIRACLES IN ACTION,2.524,1.568,0,1,2,3,7,0,1,2,4,6
5104,113425,1134.25,3651865.3334342344,7977.653944274561,34.231679472934715,-118.59083940213449,495,MIRACLES IN ACTION,5.059,3.143,0,0,2,3,5,0,0,2,3,5
5105,113426,1134.26,20084002.26870573,21380.911174130684,34.23346064251895,-118.58153233428567,495,MIRACLES IN ACTION,4.184,2.6,0,1,2,3,5,0,1,2,3,5
5106,113427,1134.27,2790247.363642131,9033.410818892382,34.22569963275364,-118.58865360430421,495,MIRACLES IN ACTION,5.006,3.111,0,0,2,3,5,0,0,2,3,5
5107,113428,1134.28,13674399.84619401,15162.191322892451,34.22415085209952,-118.57873431512785,495,MIRACLES IN ACTION,4.202,2.611,0,1,2,3,6,0,1,2,3,5
5108,115101,1151.01,41786208.75331787,26402.177229248537,34.23944396463298,-118.5112426952144,495,MIRACLES IN ACTION,2.317,1.44,0,1,2,4,8,0,1,2,4,7
5109,115103,1151.03,16345329.90108226,22256.531732229185,34.243832771099534,-118.52746249233154,495,MIRACLES IN ACTION,1.019,0.633,0,1,3,4,7,1,1,2,4,6
5110,115104,1151.04,10980251.06932336,20303.802988514526,34.23749582681796,-118.52265827096609,495,MIRACLES IN ACTION,1.269,0.789,0,1,3,4,8,1,1,2,4,7
5111,115202,1152.02,18742318.795971405,18760.630155375984,34.23384252655717,-118.53778760217766,495,MIRACLES IN ACTION,0.525,0.326,1,1,3,4,7,1,1,1,4,7
5112,115203,1152.03,6509085.229580714,13182.139525323177,34.2461994928919,-118.53241010272507,495,MIRACLES IN ACTION,0.939,0.584,1,1,3,4,7,1,1,2,4,5
5113,115204,1152.04,8295903.275279482,12905.267222442324,34.24301209690153,-118.5404432717643,495,MIRACLES IN ACTION,0.63,0.391,1,1,3,4,7,1,1,1,4,5
5114,115301,1153.01,17664625.863683183,21878.470721864665,34.24266847114151,-118.54848833847954,495,MIRACLES IN ACTION,1.205,0.749,0,1,3,4,7,1,1,1,4,5
5115,115302,1153.02,9017482.490621462,12561.948474461235,34.22606787502169,-118.54996242401924,495,MIRACLES IN ACTION,1.855,1.152,0,1,3,4,7,0,1,2,4,7
5116,115401,1154.01,20505497.26499034,20433.094250885963,34.224812715644326,-118.51513918871589,495,MIRACLES IN ACTION,2.474,1.537,0,1,3,4,8,0,1,2,4,8
5117,115403,1154.03,7574458.0157017065,11112.59698127841,34.224739102898404,-118.53174214060412,495,MIRACLES IN ACTION,1.582,0.983,0,1,3,4,8,1,1,3,4,8
5118,115404,1154.04,10260635.439381069,13012.076259938991,34.22530569132963,-118.54133450792635,495,MIRACLES IN ACTION,1.528,0.949,0,1,3,4,8,1,1,2,4,7
5119,117101,1171.01,8389682.487163398,11700.728607481737,34.23921236248733,-118.4622012492049,459,BIENESTAR DRUG TREATMENT PROGRAM,1.804,1.121,0,1,3,4,7,0,1,3,4,7
5120,117102,1171.02,11180019.318405489,13727.986646605379,34.2465527927215,-118.46033356482573,459,BIENESTAR DRUG TREATMENT PROGRAM,2.437,1.514,0,1,3,4,7,0,1,3,4,6
5121,117201,1172.01,8520574.344511589,13684.255636850543,34.24268572457862,-118.47010795746331,459,BIENESTAR DRUG TREATMENT PROGRAM,2.572,1.598,0,1,3,4,7,0,1,3,4,7
5122,117202,1172.02,19522776.15710005,18091.28222200597,34.242913736125935,-118.47888622320512,459,BIENESTAR DRUG TREATMENT PROGRAM,3.205,1.992,0,1,3,4,7,0,1,2,4,6
5123,117301,1173.01,14335348.948294219,16182.375505781898,34.24216353019756,-118.48966342892818,459,BIENESTAR DRUG TREATMENT PROGRAM,4.016,2.496,0,2,3,4,7,0,2,2,4,6
5124,117302,1173.02,22083821.59269504,26192.587015292313,34.23814785837642,-118.49875461330475,495,MIRACLES IN ACTION,3.462,2.152,0,2,2,4,8,0,2,2,4,6
5125,117303,1173.03,19379948.17869039,18107.47861992561,34.228114530689666,-118.49129362120898,459,BIENESTAR DRUG TREATMENT PROGRAM,3.759,2.336,0,2,3,4,8,0,2,2,4,7
5126,117404,1174.04,19003850.086563088,17700.65265948875,34.228483639885184,-118.47908921678284,459,BIENESTAR DRUG TREATMENT PROGRAM,2.643,1.643,0,1,3,4,7,0,1,2,4,7
5127,117405,1174.05,2172354.1244259565,5943.240609227429,34.233735964773246,-118.47024334869505,459,BIENESTAR DRUG TREATMENT PROGRAM,2.001,1.244,0,1,3,4,7,0,1,3,4,7
5128,117407,1174.07,2134618.8558946652,5893.742738418897,34.23011074946204,-118.47032387722824,459,BIENESTAR DRUG TREATMENT PROGRAM,1.876,1.166,0,1,3,4,7,0,1,3,4,7
5129,117408,1174.08,4052431.763421532,8246.916114475333,34.22485122539689,-118.47038317361063,459,BIENESTAR DRUG TREATMENT PROGRAM,1.837,1.141,0,1,3,4,7,0,1,3,4,7
5130,117510,1175.10,3606833.320783558,8181.3060605515675,34.23374549314038,-118.46298561331606,459,BIENESTAR DRUG TREATMENT PROGRAM,1.424,0.885,0,1,3,4,7,1,1,3,4,7
5131,117520,1175.20,3505710.38625784,7772.563954309187,34.23004512198415,-118.46327793693547,459,BIENESTAR DRUG TREATMENT PROGRAM,1.252,0.778,0,1,3,4,7,1,1,3,4,7
5132,117530,1175.30,5993764.562026627,9950.76044500429,34.224858635664404,-118.46370234326675,459,BIENESTAR DRUG TREATMENT PROGRAM,1.226,0.762,0,1,3,4,7,1,1,3,4,7
5133,119001,1190.01,11551196.37655044,13964.984200789568,34.232315587619595,-118.41810387226515,385,"I-ADARP, (INTER-AGENCY DRUG ABUSE RECOVERY PROGRAM)",3.029,1.882,0,2,2,3,7,0,2,2,3,7
