OBJECTID,CT20,LABEL,ShapeSTArea,ShapeSTLength,centroid_lat,centroid_lon,nearest_facility_any_id,nearest_facility_any_name,nearest_facility_any_distance_km,nearest_facility_any_distance_miles,count_any_within_1km,count_any_within_5km,count_any_within_10km,count_any_within_15km,count_any_within_25km,count_any_within_1mi,count_any_within_3mi,count_any_within_5mi,count_any_within_10mi,count_any_within_15mi,nearest_facility_otp_id,nearest_facility_otp_name,nearest_facility_otp_distance_km,nearest_facility_otp_distance_miles,count_otp_within_1km,count_otp_within_5km,count_otp_within_10km,count_otp_within_15km,count_otp_within_25km,count_otp_within_1mi,count_otp_within_3mi,count_otp_within_5mi,count_otp_within_10mi,count_otp_within_15mi,nearest_facility_mat_id,nearest_facility_mat_name,nearest_facility_mat_distance_km,nearest_facility_mat_distance_miles,count_mat_within_1km,count_mat_within_5km,count_mat_within_10km,count_mat_within_15km,count_mat_within_25km,count_mat_within_1mi,count_mat_within_3mi,count_mat_within_5mi,count_mat_within_10mi,count_mat_within_15mi,nearest_facility_residential_id,nearest_facility_residential_name,nearest_facility_residential_distance_km,nearest_facility_residential_distance_miles,count_residential_within_1km,count_residential_within_5km,count_residential_within_10km,count_residential_within_15km,count_residential_within_25km,count_residential_within_1mi,count_residential_within_3mi,count_residential_within_5mi,count_residential_within_10mi,count_residential_within_15mi,nearest_facility_outpatient_id,nearest_facility_outpatient_name,nearest_facility_outpatient_distance_km,nearest_facility_outpatient_distance_miles,count_outpatient_within_1km,count_outpatient_within_5km,count_outpatient_within_10km,count_outpatient_within_15km,count_outpatient_within_25km,count_outpatient_within_1mi,count_outpatient_within_3mi,count_outpatient_within_5mi,count_outpatient_within_10mi,count_outpatient_within_15mi,nearest_facility_iop_id,nearest_facility_iop_name,nearest_facility_iop_distance_km,nearest_facility_iop_distance_miles,count_iop_within_1km,count_iop_within_5km,count_iop_within_10km,count_iop_within_15km,count_iop_within_25km,count_iop_within_1mi,count_iop_within_3mi,count_iop_within_5mi,count_iop_within_10mi,count_iop_within_15mi,nearest_facility_withdrawal_mgmt_id,nearest_facility_withdrawal_mgmt_name,nearest_facility_withdrawal_mgmt_distance_km,nearest_facility_withdrawal_mgmt_distance_miles,count_withdrawal_mgmt_within_1km,count_withdrawal_mgmt_within_5km,count_withdrawal_mgmt_within_10km,count_withdrawal_mgmt_within_15km,count_withdrawal_mgmt_within_25km,count_withdrawal_mgmt_within_1mi,count_withdrawal_mgmt_within_3mi,count_withdrawal_mgmt_within_5mi,count_withdrawal_mgmt_within_10mi,count_withdrawal_mgmt_within_15mi,nearest_facility_co_occurring_id,nearest_facility_co_occurring_name,nearest_facility_co_occurring_distance_km,nearest_facility_co_occurring_distance_miles,count_co_occurring_within_1km,count_co_occurring_within_5km,count_co_occurring_within_10km,count_co_occurring_within_15km,count_co_occurring_within_25km,count_co_occurring_within_1mi,count_co_occurring_within_3mi,count_co_occurring_within_5mi,count_co_occurring_within_10mi,count_co_occurring_within_15mi,nearest_facility_men_id,nearest_facility_men_name,nearest_facility_men_distance_km,nearest_facility_men_distance_miles,count_men_within_1km,count_men_within_5km,count_men_within_10km,count_men_within_15km,count_men_within_25km,count_men_within_1mi,count_men_within_3mi,count_men_within_5mi,count_men_within_10mi,count_men_within_15mi,nearest_facility_women_id,nearest_facility_women_name,nearest_facility_women_distance_km,nearest_facility_women_distance_miles,count_women_within_1km,count_women_within_5km,count_women_within_10km,count_women_within_15km,count_women_within_25km,count_women_within_1mi,count_women_within_3mi,count_women_within_5mi,count_women_within_10mi,count_women_within_15mi,nearest_facility_youth_id,nearest_facility_youth_name,nearest_facility_youth_distance_km,nearest_facility_youth_distance_miles,count_youth_within_1km,count_youth_within_5km,count_youth_within_10km,count_youth_within_15km,count_youth_within_25km,count_youth_within_1mi,count_youth_within_3mi,count_youth_within_5mi,count_youth_within_10mi,count_youth_within_15mi
7193,700400,7004.00,14164288.32469012,21301.44414409126,34.08130352566237,-118.38115999646467,91,TWIN TOWN CORPORATION,0.633,0.394,2,12,42,202,424,2,12,26,232,420,138,WESTERN PACIFIC MED-CORP,11.237,6.982,0,0,0,12,34,0,0,0,20,34,47,"CHABAD OF CALIFORNIA, INC.",3.693,2.295,0,1,5,22,49,0,1,2,28,48,47,"CHABAD OF CALIFORNIA, INC.",3.693,2.295,0,6,24,124,244,0,6,16,138,244,47,"CHABAD OF CALIFORNIA, INC.",3.693,2.295,0,6,26,148,292,0,6,16,176,292,91,TWIN TOWN CORPORATION,0.633,0.394,2,6,10,34,92,2,6,8,36,88,38,"SADLER HEALTHCARE, INC.",7.547,4.689,0,0,6,14,44,0,0,2,18,44,47,"CHABAD OF CALIFORNIA, INC.",3.693,2.295,0,2,9,21,52,0,2,5,26,51,47,"CHABAD OF CALIFORNIA, INC.",3.693,2.295,0,6,22,94,178,0,6,16,102,178,93,BEIT T'SHUVAH,5.655,3.514,0,0,14,76,152,0,0,8,84,151,66,"BEHAVIORAL HEALTH SERVICES, INC.",4.265,2.65,0,1,3,8,27,0,1,2,9,26
7194,700501,7005.01,6430758.302443302,15072.422994609191,34.08763940735473,-118.38784269520633,91,TWIN TOWN CORPORATION,0.658,0.409,2,12,40,202,422,2,12,20,214,416,138,WESTERN PACIFIC MED-CORP,10.474,6.508,0,0,0,14,34,0,0,0,16,34,47,"CHABAD OF CALIFORNIA, INC.",4.628,2.876,0,1,5,22,48,0,1,1,25,48,47,"CHABAD OF CALIFORNIA, INC.",4.628,2.876,0,6,22,122,244,0,6,12,126,244,47,"CHABAD OF CALIFORNIA, INC.",4.628,2.876,0,6,24,150,292,0,6,12,158,292,91,TWIN TOWN CORPORATION,0.658,0.409,2,6,10,32,90,2,6,6,36,84,38,"SADLER HEALTHCARE, INC.",8.244,5.123,0,0,6,12,44,0,0,0,16,44,66,"BEHAVIORAL HEALTH SERVICES, INC.",4.604,2.861,0,2,7,21,51,0,2,3,25,50,47,"CHABAD OF CALIFORNIA, INC.",4.628,2.876,0,6,22,92,178,0,6,12,94,178,93,BEIT T'SHUVAH,6.339,3.939,0,0,14,75,151,0,0,6,78,151,66,"BEHAVIORAL HEALTH SERVICES, INC.",4.604,2.861,0,1,3,8,27,0,1,1,8,26
7195,700502,7005.02,5425279.8316498,10805.421034358586,34.09029652340673,-118.38071946457383,91,TWIN TOWN CORPORATION,0.368,0.229,2,12,42,192,430,2,10,24,230,422,138,WESTERN PACIFIC MED-CORP,10.251,6.37,0,0,0,12,36,0,0,0,20,34,47,"CHABAD OF CALIFORNIA, INC.",4.442,2.76,0,1,5,21,51,0,1,2,28,48,47,"CHABAD OF CALIFORNIA, INC.",4.442,2.76,0,6,24,122,246,0,6,14,136,244,47,"CHABAD OF CALIFORNIA, INC.",4.442,2.76,0,6,26,146,298,0,6,14,172,292,91,TWIN TOWN CORPORATION,0.368,0.229,2,6,10,28,92,2,4,8,38,90,38,"SADLER HEALTHCARE, INC.",7.655,4.757,0,0,8,12,44,0,0,2,18,44,66,"BEHAVIORAL HEALTH SERVICES, INC.",3.897,2.422,0,2,8,20,53,0,2,5,26,51,47,"CHABAD OF CALIFORNIA, INC.",4.442,2.76,0,6,24,92,180,0,6,14,100,178,56,VAN NESS RECOVERY HOUSE,5.728,3.559,0,0,14,74,154,0,0,6,82,151,66,"BEHAVIORAL HEALTH SERVICES, INC.",3.897,2.422,0,1,3,8,27,0,1,2,9,27
7196,700600,7006.00,61184707.763384975,47191.85539758201,34.0902056688981,-118.4008469889317,91,TWIN TOWN CORPORATION,1.885,1.171,0,2,34,136,412,0,2,20,206,388,138,WESTERN PACIFIC MED-CORP,10.167,6.317,0,0,0,12,34,0,0,0,16,34,47,"CHABAD OF CALIFORNIA, INC.",5.699,3.541,0,0,2,18,47,0,0,1,23,45,47,"CHABAD OF CALIFORNIA, INC.",5.699,3.541,0,0,18,76,240,0,0,12,122,226,47,"CHABAD OF CALIFORNIA, INC.",5.699,3.541,0,0,18,100,288,0,0,12,152,274,91,TWIN TOWN CORPORATION,1.885,1.171,0,2,10,22,84,0,2,6,34,76,38,"SADLER HEALTHCARE, INC.",9.473,5.886,0,0,4,12,44,0,0,0,12,38,47,"CHABAD OF CALIFORNIA, INC.",5.699,3.541,0,0,5,17,51,0,0,3,22,46,47,"CHABAD OF CALIFORNIA, INC.",5.699,3.541,0,0,18,58,174,0,0,12,92,160,93,BEIT T'SHUVAH,6.754,4.197,0,0,10,39,152,0,0,6,75,145,66,"BEHAVIORAL HEALTH SERVICES, INC.",5.722,3.556,0,0,2,6,26,0,0,1,8,22
7197,700700,7007.00,38002136.42706234,32140.976495075727,34.080525764835585,-118.4165705086851,91,TWIN TOWN CORPORATION,3.377,2.098,0,4,30,138,388,0,4,18,156,382,165,AMERICAN HEALTH SERVICES LLC,10.004,6.216,0,0,0,10,34,0,0,0,18,32,47,"CHABAD OF CALIFORNIA, INC.",6.372,3.959,0,0,4,17,45,0,0,1,23,44,93,BEIT T'SHUVAH,6.201,3.853,0,0,16,76,226,0,0,8,78,226,93,BEIT T'SHUVAH,6.201,3.853,0,0,16,98,274,0,0,8,104,272,91,TWIN TOWN CORPORATION,3.377,2.098,0,2,10,22,78,0,2,6,34,74,38,"SADLER HEALTHCARE, INC.",10.795,6.708,0,0,0,12,40,0,0,0,18,38,47,"CHABAD OF CALIFORNIA, INC.",6.372,3.959,0,0,5,17,47,0,0,2,20,44,93,BEIT T'SHUVAH,6.201,3.853,0,0,14,58,160,0,0,8,60,160,93,BEIT T'SHUVAH,6.201,3.853,0,0,8,39,146,0,0,2,44,143,66,"BEHAVIORAL HEALTH SERVICES, INC.",7.364,4.576,0,0,1,6,23,0,0,1,8,22
7198,700801,7008.01,15658674.912626006,20079.46204961498,34.07171558556575,-118.39679300172928,91,TWIN TOWN CORPORATION,2.251,1.399,0,14,34,200,402,0,14,22,206,398,165,AMERICAN HEALTH SERVICES LLC,10.137,6.299,0,0,0,14,34,0,0,0,14,34,47,"CHABAD OF CALIFORNIA, INC.",4.313,2.68,0,1,5,22,45,0,1,1,23,45,47,"CHABAD OF CALIFORNIA, INC.",4.313,2.68,0,8,20,122,230,0,8,12,124,228,47,"CHABAD OF CALIFORNIA, INC.",4.313,2.68,0,8,22,148,278,0,8,12,152,276,91,TWIN TOWN CORPORATION,2.251,1.399,0,4,8,34,84,0,4,6,34,84,38,"SADLER HEALTHCARE, INC.",8.97,5.574,0,0,4,12,38,0,0,0,14,38,47,"CHABAD OF CALIFORNIA, INC.",4.313,2.68,0,1,7,20,49,0,1,3,22,49,47,"CHABAD OF CALIFORNIA, INC.",4.313,2.68,0,8,20,92,164,0,8,12,94,162,93,BEIT T'SHUVAH,4.665,2.899,0,2,12,76,149,0,2,6,76,149,66,"BEHAVIORAL HEALTH SERVICES, INC.",6.034,3.749,0,0,3,8,26,0,0,1,8,26
7199,700802,7008.02,7376785.23750455,15092.749462078833,34.068427237376405,-118.38209512426381,91,TWIN TOWN CORPORATION,2.068,1.285,0,12,50,200,432,0,12,28,226,396,165,AMERICAN HEALTH SERVICES LLC,10.757,6.684,0,0,0,12,38,0,0,0,18,34,47,"CHABAD OF CALIFORNIA, INC.",2.924,1.817,0,1,5,22,52,0,1,2,26,45,47,"CHABAD OF CALIFORNIA, INC.",2.924,1.817,0,8,30,124,244,0,8,16,136,228,47,"CHABAD OF CALIFORNIA, INC.",2.924,1.817,0,8,36,148,300,0,8,16,168,276,91,TWIN TOWN CORPORATION,2.068,1.285,0,4,10,34,92,0,4,8,38,84,38,"SADLER HEALTHCARE, INC.",7.648,4.752,0,0,6,14,44,0,0,2,16,38,47,"CHABAD OF CALIFORNIA, INC.",2.924,1.817,0,1,10,20,53,0,1,5,23,49,47,"CHABAD OF CALIFORNIA, INC.",2.924,1.817,0,8,26,94,178,0,8,16,102,162,93,BEIT T'SHUVAH,4.221,2.623,0,2,18,76,152,0,2,8,82,149,66,"BEHAVIORAL HEALTH SERVICES, INC.",5.118,3.18,0,0,4,8,27,0,0,2,10,26
7200,700901,7009.01,11341285.112797039,18848.963031473362,34.06270828262875,-118.3831027062089,86,"CHABAD OF CALIFORNIA, INC.",1.981,1.231,0,12,50,202,428,0,12,28,226,400,165,AMERICAN HEALTH SERVICES LLC,10.248,6.368,0,0,0,12,38,0,0,0,18,34,47,"CHABAD OF CALIFORNIA, INC.",2.812,1.747,0,1,5,22,52,0,1,2,26,46,47,"CHABAD OF CALIFORNIA, INC.",2.812,1.747,0,8,30,124,242,0,8,16,136,228,47,"CHABAD OF CALIFORNIA, INC.",2.812,1.747,0,8,36,148,298,0,8,16,168,278,86,"CHABAD OF CALIFORNIA, INC.",1.981,1.231,0,4,10,36,90,0,4,8,38,84,38,"SADLER HEALTHCARE, INC.",7.832,4.866,0,0,6,14,44,0,0,2,16,38,47,"CHABAD OF CALIFORNIA, INC.",2.812,1.747,0,1,10,20,53,0,1,5,23,49,47,"CHABAD OF CALIFORNIA, INC.",2.812,1.747,0,8,26,94,176,0,8,16,102,162,93,BEIT T'SHUVAH,3.579,2.224,0,2,18,76,152,0,2,8,82,149,66,"BEHAVIORAL HEALTH SERVICES, INC.",5.613,3.488,0,0,4,9,26,0,0,2,10,26
7201,700902,7009.02,10273223.648426589,12943.369440262595,34.06208764413184,-118.3944123797714,86,"CHABAD OF CALIFORNIA, INC.",2.458,1.527,0,14,50,200,402,0,14,20,204,398,165,AMERICAN HEALTH SERVICES LLC,9.463,5.88,0,0,2,12,34,0,0,0,14,34,47,"CHABAD OF CALIFORNIA, INC.",3.827,2.378,0,1,8,22,46,0,1,1,23,45,93,BEIT T'SHUVAH,3.572,2.22,0,8,30,124,228,0,8,10,124,228,93,BEIT T'SHUVAH,3.572,2.22,0,8,36,148,278,0,8,10,150,276,86,"CHABAD OF CALIFORNIA, INC.",2.458,1.527,0,4,10,34,84,0,4,6,36,84,38,"SADLER HEALTHCARE, INC.",8.869,5.511,0,0,6,14,38,0,0,0,14,38,47,"CHABAD OF CALIFORNIA, INC.",3.827,2.378,0,1,11,20,49,0,1,2,21,49,93,BEIT T'SHUVAH,3.572,2.22,0,8,26,94,162,0,8,10,94,162,93,BEIT T'SHUVAH,3.572,2.22,0,2,18,76,149,0,2,4,76,149,66,"BEHAVIORAL HEALTH SERVICES, INC.",6.443,4.004,0,0,4,8,26,0,0,1,9,26
7202,701000,7010.00,15311685.690823535,18861.280952592697,34.06187402250244,-118.40578532879374,86,"CHABAD OF CALIFORNIA, INC.",3.245,2.016,0,14,40,150,398,0,8,18,204,392,165,AMERICAN HEALTH SERVICES LLC,8.765,5.446,0,0,2,12,34,0,0,0,14,34,47,"CHABAD OF CALIFORNIA, INC.",4.865,3.023,0,1,6,19,45,0,0,1,23,45,93,BEIT T'SHUVAH,3.902,2.425,0,8,20,82,228,0,2,8,124,228,93,BEIT T'SHUVAH,3.902,2.425,0,8,24,104,276,0,2,8,150,276,86,"CHABAD OF CALIFORNIA, INC.",3.245,2.016,0,4,10,28,84,0,4,6,36,80,38,"SADLER HEALTHCARE, INC.",9.907,6.156,0,0,2,12,38,0,0,0,14,38,47,"CHABAD OF CALIFORNIA, INC.",4.865,3.023,0,1,7,18,49,0,0,2,21,48,93,BEIT T'SHUVAH,3.902,2.425,0,8,18,58,162,0,2,8,94,162,93,BEIT T'SHUVAH,3.902,2.425,0,2,10,48,149,0,2,2,76,148,66,"BEHAVIORAL HEALTH SERVICES, INC.",7.309,4.542,0,0,3,6,26,0,0,1,9,24
7203,701201,7012.01,20903323.556850046,18461.253965931584,34.04120842226946,-118.49436101597954,185,CLARE|MATRIX,2.434,1.513,0,8,16,36,262,0,8,14,76,256,165,AMERICAN HEALTH SERVICES LLC,5.385,3.346,0,0,2,2,28,0,0,2,6,26,185,CLARE|MATRIX,2.434,1.513,0,3,4,5,35,0,3,4,9,34,185,CLARE|MATRIX,2.434,1.513,0,4,6,14,132,0,4,6,40,132,185,CLARE|MATRIX,2.434,1.513,0,4,8,18,170,0,4,8,44,168,183,CLARE|MATRIX,3.344,2.078,0,2,2,10,64,0,2,2,22,62,187,"PHOENIX HOUSES OF LOS ANGELES, INC.",5.997,3.727,0,0,2,2,30,0,0,2,8,30,183,CLARE|MATRIX,3.344,2.078,0,2,2,3,35,0,2,2,8,34,185,CLARE|MATRIX,2.434,1.513,0,2,4,12,100,0,2,4,34,100,184,CLARE|MATRIX,3.361,2.088,0,2,2,4,89,0,2,2,15,88,124,DIDI HIRSCH PSYCHIATRIC SERVICE,11.392,7.079,0,0,0,1,17,0,0,0,5,16
7204,701202,7012.02,4356353.866516296,9141.42635729867,34.0339291246119,-118.48982545655339,185,CLARE|MATRIX,1.613,1.002,0,12,18,56,262,0,10,16,74,260,165,AMERICAN HEALTH SERVICES LLC,4.477,2.782,0,2,2,2,28,0,2,2,6,28,185,CLARE|MATRIX,1.613,1.002,0,4,4,5,35,0,4,4,7,35,185,CLARE|MATRIX,1.613,1.002,0,4,8,32,132,0,4,6,38,132,185,CLARE|MATRIX,1.613,1.002,0,6,10,36,170,0,6,8,48,170,183,CLARE|MATRIX,2.438,1.515,0,2,2,12,64,0,2,2,16,62,187,"PHOENIX HOUSES OF LOS ANGELES, INC.",5.105,3.172,0,0,2,2,30,0,0,2,2,28,183,CLARE|MATRIX,2.438,1.515,0,2,2,3,35,0,2,2,6,34,185,CLARE|MATRIX,1.613,1.002,0,2,6,28,100,0,2,4,32,100,184,CLARE|MATRIX,2.458,1.528,0,2,4,7,89,0,2,2,12,88,124,DIDI HIRSCH PSYCHIATRIC SERVICE,10.584,6.577,0,0,0,2,17,0,0,0,3,16
7205,701302,7013.02,4909289.987755732,9926.766776484768,34.0274133998265,-118.497852500187,185,CLARE|MATRIX,1.074,0.667,0,12,16,54,260,4,12,16,72,256,165,AMERICAN HEALTH SERVICES LLC,4.369,2.714,0,2,2,2,28,0,2,2,6,24,185,CLARE|MATRIX,1.074,0.667,0,4,4,5,35,1,4,4,7,33,185,CLARE|MATRIX,1.074,0.667,0,6,6,32,132,2,6,6,38,132,185,CLARE|MATRIX,1.074,0.667,0,8,8,36,170,2,8,8,48,166,183,CLARE|MATRIX,2.221,1.38,0,2,2,10,62,0,2,2,14,62,187,"PHOENIX HOUSES OF LOS ANGELES, INC.",4.677,2.906,0,2,2,2,28,0,2,2,2,28,184,CLARE|MATRIX,2.205,1.37,0,2,2,3,34,0,2,2,5,34,185,CLARE|MATRIX,1.074,0.667,0,4,4,28,100,2,4,4,32,100,184,CLARE|MATRIX,2.205,1.37,0,2,2,7,88,0,2,2,12,88,124,DIDI HIRSCH PSYCHIATRIC SERVICE,10.84,6.736,0,0,0,2,16,0,0,0,2,16
7206,701501,7015.01,6646394.927905531,12368.110648441894,34.028161523753916,-118.49043358111972,185,CLARE|MATRIX,0.969,0.602,2,12,18,60,260,4,12,16,74,260,165,AMERICAN HEALTH SERVICES LLC,3.979,2.473,0,2,2,4,28,0,2,2,6,28,185,CLARE|MATRIX,0.969,0.602,1,4,4,6,35,1,4,4,7,35,185,CLARE|MATRIX,0.969,0.602,2,6,8,32,132,2,6,6,38,132,185,CLARE|MATRIX,0.969,0.602,2,8,10,38,170,2,8,8,48,170,183,CLARE|MATRIX,1.875,1.165,0,2,2,12,62,0,2,2,16,62,187,"PHOENIX HOUSES OF LOS ANGELES, INC.",4.504,2.799,0,2,2,2,28,0,2,2,2,28,183,CLARE|MATRIX,1.875,1.165,0,2,2,3,34,0,2,2,6,34,185,CLARE|MATRIX,0.969,0.602,2,4,6,28,100,2,4,4,32,100,184,CLARE|MATRIX,1.883,1.17,0,2,4,8,88,0,2,2,12,88,124,DIDI HIRSCH PSYCHIATRIC SERVICE,10.288,6.392,0,0,0,2,16,0,0,0,3,16
7207,701502,7015.02,6568032.056460832,12372.155576684698,34.02546452605407,-118.48724706522746,185,CLARE|MATRIX,0.761,0.473,2,12,20,68,264,8,12,16,74,260,165,AMERICAN HEALTH SERVICES LLC,3.563,2.214,0,2,2,4,28,0,2,2,6,28,185,CLARE|MATRIX,0.761,0.473,1,4,4,6,35,3,4,4,7,35,185,CLARE|MATRIX,0.761,0.473,2,6,8,38,132,4,6,6,38,132,185,CLARE|MATRIX,0.761,0.473,2,8,12,46,170,4,8,8,48,170,183,CLARE|MATRIX,1.476,0.917,0,2,2,12,64,2,2,2,16,62,187,"PHOENIX HOUSES OF LOS ANGELES, INC.",4.135,2.569,0,2,2,2,28,0,2,2,2,28,183,CLARE|MATRIX,1.476,0.917,0,2,2,5,34,2,2,2,6,34,185,CLARE|MATRIX,0.761,0.473,2,4,6,32,100,2,4,4,32,100,184,CLARE|MATRIX,1.491,0.927,0,2,4,12,88,2,2,2,12,88,124,DIDI HIRSCH PSYCHIATRIC SERVICE,9.882,6.141,0,0,1,2,17,0,0,0,3,16
7208,701601,7016.01,13134279.922631484,16313.024378075872,34.03926129412715,-118.4796388862365,185,CLARE|MATRIX,2.446,1.52,0,12,20,72,286,0,12,16,76,260,165,AMERICAN HEALTH SERVICES LLC,4.622,2.872,0,2,2,4,32,0,2,2,6,28,185,CLARE|MATRIX,2.446,1.52,0,4,4,6,38,0,4,4,7,35,185,CLARE|MATRIX,2.446,1.52,0,4,8,38,144,0,4,6,40,132,185,CLARE|MATRIX,2.446,1.52,0,6,10,46,188,0,6,8,50,170,183,CLARE|MATRIX,2.886,1.793,0,2,4,16,66,0,2,2,16,62,187,"PHOENIX HOUSES OF LOS ANGELES, INC.",5.546,3.446,0,0,2,2,32,0,0,2,2,28,183,CLARE|MATRIX,2.886,1.793,0,2,2,6,37,0,2,2,6,34,185,CLARE|MATRIX,2.446,1.52,0,2,6,32,108,0,2,4,34,100,184,CLARE|MATRIX,2.935,1.824,0,2,4,12,95,0,2,2,14,88,124,DIDI HIRSCH PSYCHIATRIC SERVICE,10.189,6.331,0,0,0,3,18,0,0,0,3,16
7209,701602,7016.02,7110015.772115901,13129.854186089742,34.03501427541443,-118.47543954076227,185,CLARE|MATRIX,2.259,1.404,0,12,22,74,288,0,12,16,76,262,165,AMERICAN HEALTH SERVICES LLC,4.06,2.523,0,2,2,6,32,0,2,2,6,28,185,CLARE|MATRIX,2.259,1.404,0,4,4,7,38,0,4,4,7,35,185,CLARE|MATRIX,2.259,1.404,0,4,8,38,144,0,4,6,40,132,185,CLARE|MATRIX,2.259,1.404,0,6,12,48,188,0,6,8,50,170,183,CLARE|MATRIX,2.461,1.529,0,2,4,16,66,0,2,2,16,62,187,"PHOENIX HOUSES OF LOS ANGELES, INC.",5.063,3.146,0,0,2,2,30,0,0,2,2,28,183,CLARE|MATRIX,2.461,1.529,0,2,2,6,36,0,2,2,6,34,185,CLARE|MATRIX,2.259,1.404,0,2,6,32,108,0,2,4,34,100,184,CLARE|MATRIX,2.521,1.566,0,2,4,12,94,0,2,2,14,88,124,DIDI HIRSCH PSYCHIATRIC SERVICE,9.59,5.959,0,0,1,3,18,0,0,0,3,16
7210,701701,7017.01,7066995.929529206,13121.904621999844,34.032341866619404,-118.47226535949225,183,CLARE|MATRIX,2.255,1.401,0,14,22,74,368,0,14,18,80,274,165,AMERICAN HEALTH SERVICES LLC,3.704,2.301,0,2,2,6,32,0,2,2,6,28,183,CLARE|MATRIX,2.255,1.401,0,4,4,7,41,0,4,4,7,36,185,CLARE|MATRIX,2.259,1.404,0,6,8,38,218,0,6,8,40,142,185,CLARE|MATRIX,2.259,1.404,0,8,12,48,262,0,8,10,50,180,183,CLARE|MATRIX,2.255,1.401,0,2,4,16,72,0,2,2,20,64,187,"PHOENIX HOUSES OF LOS ANGELES, INC.",4.777,2.969,0,2,2,2,34,0,2,2,2,30,183,CLARE|MATRIX,2.255,1.401,0,2,2,6,39,0,2,2,7,35,185,CLARE|MATRIX,2.259,1.404,0,4,6,32,156,0,4,6,34,106,184,CLARE|MATRIX,2.323,1.443,0,2,4,12,136,0,2,4,15,92,124,DIDI HIRSCH PSYCHIATRIC SERVICE,9.176,5.702,0,0,1,3,21,0,0,0,4,17
7211,701702,7017.02,6533599.442906596,12326.445861401131,34.02277357255398,-118.48410860948495,185,CLARE|MATRIX,0.752,0.467,2,12,20,70,264,8,12,16,74,260,165,AMERICAN HEALTH SERVICES LLC,3.151,1.958,0,2,2,6,28,0,2,2,6,28,185,CLARE|MATRIX,0.752,0.467,1,4,4,7,35,3,4,4,7,35,185,CLARE|MATRIX,0.752,0.467,2,6,8,38,132,4,6,6,38,132,185,CLARE|MATRIX,0.752,0.467,2,8,12,48,170,4,8,8,48,170,183,CLARE|MATRIX,1.095,0.68,0,2,2,12,64,2,2,2,16,62,187,"PHOENIX HOUSES OF LOS ANGELES, INC.",3.778,2.347,0,2,2,2,28,0,2,2,2,28,183,CLARE|MATRIX,1.095,0.68,0,2,2,5,34,2,2,2,6,34,185,CLARE|MATRIX,0.752,0.467,2,4,6,32,100,2,4,4,32,100,184,CLARE|MATRIX,1.122,0.697,0,2,4,12,88,2,2,2,12,88,124,DIDI HIRSCH PSYCHIATRIC SERVICE,9.482,5.892,0,0,1,2,17,0,0,0,3,16
7212,701801,7018.01,20406002.007378895,19296.118442387124,34.02745378262036,-118.465753195971,183,CLARE|MATRIX,2.093,1.301,0,14,22,76,372,0,14,18,86,368,165,AMERICAN HEALTH SERVICES LLC,3.089,1.919,0,2,2,6,32,0,2,2,6,32,183,CLARE|MATRIX,2.093,1.301,0,4,4,7,41,0,4,4,7,41,184,CLARE|MATRIX,2.175,1.351,0,6,8,40,218,0,6,8,44,218,184,CLARE|MATRIX,2.175,1.351,0,8,12,50,262,0,8,10,56,262,183,CLARE|MATRIX,2.093,1.301,0,2,4,16,76,0,2,2,20,72,187,"PHOENIX HOUSES OF LOS ANGELES, INC.",4.325,2.687,0,2,2,2,34,0,2,2,2,34,183,CLARE|MATRIX,2.093,1.301,0,2,2,6,41,0,2,2,8,39,185,CLARE|MATRIX,2.51,1.56,0,4,6,34,156,0,4,6,38,156,184,CLARE|MATRIX,2.175,1.351,0,2,4,14,138,0,2,4,19,136,124,DIDI HIRSCH PSYCHIATRIC SERVICE,8.368,5.2,0,0,1,3,22,0,0,0,4,21
7213,701802,7018.02,13441697.94695422,15298.95020858773,34.01889550052482,-118.47898312398533,183,CLARE|MATRIX,0.641,0.398,4,12,22,70,340,8,12,16,78,258,165,AMERICAN HEALTH SERVICES LLC,2.529,1.572,0,2,2,6,28,0,2,2,6,26,183,CLARE|MATRIX,0.641,0.398,2,4,4,7,39,3,4,4,7,34,184,CLARE|MATRIX,0.705,0.438,2,6,8,38,204,4,6,6,40,132,184,CLARE|MATRIX,0.705,0.438,2,8,12,48,242,4,8,8,50,168,183,CLARE|MATRIX,0.641,0.398,2,2,4,12,68,2,2,2,18,62,187,"PHOENIX HOUSES OF LOS ANGELES, INC.",3.283,2.04,0,2,2,2,34,0,2,2,2,28,183,CLARE|MATRIX,0.641,0.398,2,2,2,5,38,2,2,2,6,33,185,CLARE|MATRIX,1.13,0.702,0,4,6,32,146,2,4,4,34,100,184,CLARE|MATRIX,0.705,0.438,2,2,4,12,122,2,2,2,15,87,124,DIDI HIRSCH PSYCHIATRIC SERVICE,8.86,5.505,0,0,1,2,20,0,0,0,3,17
